college_name,college_type,financial_aid,major,roi,total_cost
Stockton University(Out-of-State),outofstate,,business,281000,142000
University of Central Missouri(In-State),instate,,business,281000,75300
Wayne State University(Out-of-State),outofstate,,business,281000,151000
Cleveland State University(Out-of-State),outofstate,,business,280000,117000
Defiance College(Private),private,,business,279000,175000
Hardin-Simmons University(Private),private,,business,279000,142000
Northern Arizona University(Out-of-State),outofstate,,business,279000,151000
Southwestern College(Private),private,,business,279000,156000
University of Toledo(Out-of-State),outofstate,,business,279000,135000
West Virginia State University(In-State),instate,,business,279000,81400
Fresno Pacific University(Private),private,,business,278000,156000
Mississippi College(Private),private,,business,278000,117000
Southern Nazarene University(Private),private,,business,278000,138000
Texas A & M University-Commerce(Out-of-State),outofstate,,business,278000,114000
Heidelberg University(Private),private,,business,277000,161000
Misericordia University(Private),private,,business,277000,176000
Roberts Wesleyan College(Private),private,,business,277000,169000
Southern Oregon University(In-State),instate,,business,277000,94400
Auburn University(Out-of-State),outofstate,,business,276000,184000
Benedictine College(Private),private,,business,276000,160000
The University of Texas at San Antonio(In-State),instate,,business,276000,85500
Troy University(In-State),instate,,business,276000,75000
Winona State University(Out-of-State),outofstate,,business,276000,107000
Otterbein University(Private),private,,business,275000,180000
Shepherd University(In-State),instate,,business,275000,80200
University of South Carolina-Upstate(In-State),instate,,business,275000,93800
University of Arkansas at Little Rock(In-State),instate,,business,274000,90800
Anderson University (Indiana)(Private),private,,business,273000,163000
Molloy College(Private),private,,business,273000,185000
Northwest Missouri State University(In-State),instate,,business,273000,72200
St Thomas University(Private),private,,business,273000,173000
University of Wisconsin-River Falls(Out-of-State),outofstate,,business,273000,104000
Birmingham Southern College(Private),private,,business,272000,191000
Dakota State University(Out-of-State),outofstate,,business,272000,86500
Hartwick College(Private),private,,business,272000,213000
Lynchburg College(Private),private,,business,272000,188000
Muhlenberg College(Private),private,,business,272000,234000
Trevecca Nazarene University(Private),private,,business,272000,144000
Westfield State University(Out-of-State),outofstate,,business,272000,113000
Angelo State University(Out-of-State),outofstate,,business,271000,114000
Coe College(Private),private,,business,271000,201000
Concordia University-Irvine(Private),private,,business,271000,182000
Dickinson State University(In-State),instate,,business,271000,67500
Eastern Oregon University(In-State),instate,,business,271000,85900
Indiana State University(Out-of-State),outofstate,,business,271000,125000
Keene State College(Out-of-State),outofstate,,business,271000,134000
Northwest Nazarene University(Private),private,,business,271000,152000
Wartburg College(Private),private,,business,271000,192000
Fort Hays State University(In-State),instate,,business,270000,67700
Goldey-Beacom College(Private),private,,business,270000,146000
Hood College(Private),private,,business,270000,203000
Monmouth College(Private),private,,business,269000,178000
University of Central Arkansas(Out-of-State),outofstate,,business,269000,104000
Eastern Washington University(Out-of-State),outofstate,,business,268000,144000
Missouri State University-Springfield(In-State),instate,,business,268000,79900
Pennsylvania College of Technology(Out-of-State),outofstate,,business,268000,150000
Southeast Missouri State University(In-State),instate,,business,268000,79700
Southwestern Oklahoma State University(Out-of-State),outofstate,,business,268000,100000
University of South Carolina-Columbia(In-State),instate,,business,268000,103000
Southern New Hampshire University(Private),private,,business,267000,186000
Bloomsburg University of Pennsylvania(Out-of-State),outofstate,,business,266000,133000
Centenary College(Private),private,,business,266000,182000
Fisher College(Private),private,,business,266000,194000
State University of New York at New Paltz(In-State),instate,,business,266000,89800
The University of Montana(In-State),instate,,business,266000,75700
Wichita State University(Out-of-State),outofstate,,business,266000,116000
Augustana University(Private),private,,business,265000,158000
Baldwin Wallace University(Private),private,,business,265000,169000
Eastern Kentucky University(Out-of-State),outofstate,,business,265000,118000
MidAmerica Nazarene University(Private),private,,business,265000,148000
SUNY College at Oswego(In-State),instate,,business,265000,91100
Virginia Commonwealth University(Out-of-State),outofstate,,business,265000,191000
Clayton State University(Out-of-State),outofstate,,business,264000,116000
Fort Lewis College(In-State),instate,,business,264000,96500
Xavier University of Louisiana(Private),private,,business,264000,135000
Hamline University(Private),private,,business,263000,194000
Lewis-Clark State College(In-State),instate,,business,263000,73500
Millersville University of Pennsylvania(Out-of-State),outofstate,,business,263000,144000
University of Louisville(Out-of-State),outofstate,,business,263000,156000
University of Michigan-Flint(Out-of-State),outofstate,,business,263000,131000
Elmhurst College(Private),private,,business,262000,190000
Francis Marion University(Out-of-State),outofstate,,business,262000,125000
The University of Tennessee-Knoxville(Out-of-State),outofstate,,business,262000,191000
Western Kentucky University(In-State),instate,,business,262000,78200
Ball State University(In-State),instate,,business,261000,92600
Columbia College (Missouri)(Private),private,,business,261000,96300
Dickinson State University(Out-of-State),outofstate,,business,261000,77400
Kent State University at Kent(In-State),instate,,business,261000,101000
Marian University (Indiana)(Private),private,,business,261000,175000
SUNY College at Brockport(In-State),instate,,business,261000,88300
Mount St Mary's University(Private),private,,business,260000,206000
Georgia Southern University(Out-of-State),outofstate,,business,259000,132000
John Brown University(Private),private,,business,259000,145000
New Mexico State University-Main Campus(Out-of-State),outofstate,,business,259000,129000
Salem State University(Out-of-State),outofstate,,business,259000,120000
Augusta University(In-State),instate,,business,258000,82500
Bloomfield College(Private),private,,business,258000,171000
North Park University(Private),private,,business,258000,149000
The University of Texas at El Paso(Out-of-State),outofstate,,business,258000,134000
University of North Georgia(In-State),instate,,business,258000,73600
University of Southern Indiana(In-State),instate,,business,258000,76500
Aurora University(Private),private,,business,257000,138000
Fitchburg State University(Out-of-State),outofstate,,business,257000,111000
