major,college_name,college_type,financial_aid,roi,total_cost
humanities,Pace University-New York(Private),private,1.0,269000,242000
humanities,Youngstown State University(Out-of-State),outofstate,1.0,269000,87300
humanities,University of California-Santa Barbara(Out-of-State),outofstate,1.0,267000,236000
humanities,University of South Dakota(Out-of-State),outofstate,1.0,266000,93800
humanities,California State University-Northridge(In-State),instate,1.0,265000,85400
humanities,College of William and Mary(Out-of-State),outofstate,1.0,265000,217000
humanities,Marquette University(Private),private,1.0,265000,204000
humanities,University of California-Irvine(Out-of-State),outofstate,1.0,265000,224000
humanities,Carleton College(Private),private,1.0,264000,254000
humanities,Mount Holyoke College(Private),private,1.0,263000,232000
humanities,University of Wyoming(In-State),instate,1.0,263000,75600
humanities,University of Utah(In-State),instate,1.0,262000,89300
humanities,Loyola Marymount University(Private),private,1.0,261000,239000
humanities,Sacred Heart University(Private),private,1.0,261000,220000
humanities,Virginia Polytechnic Institute and State University(In-State),instate,1.0,261000,103000
humanities,California State University-East Bay(In-State),instate,1.0,260000,93500
humanities,CUNY Hunter College(Out-of-State),outofstate,1.0,259000,111000
humanities,University of Maryland-College Park(Out-of-State),outofstate,1.0,259000,182000
humanities,Columbia College (Missouri)(Private),private,1.0,258000,96300
humanities,DePauw University(Private),private,1.0,256000,229000
humanities,University of Connecticut(In-State),instate,1.0,255000,115000
humanities,University of Southern California(Private),private,1.0,255000,264000
humanities,Allegheny College(Private),private,1.0,254000,222000
humanities,Roanoke College(Private),private,1.0,254000,218000
humanities,West Virginia University(In-State),instate,1.0,254000,80500
humanities,Rutgers University-New Brunswick(Out-of-State),outofstate,1.0,253000,181000
humanities,University of California-Riverside(In-State),instate,1.0,252000,133000
humanities,University of Georgia(In-State),instate,1.0,252000,96100
humanities,University of Mary Washington(In-State),instate,1.0,252000,101000
humanities,University of Michigan-Ann Arbor(Out-of-State),outofstate,1.0,251000,226000
humanities,California State University-Long Beach(In-State),instate,1.0,250000,91400
humanities,Hofstra University(Private),private,1.0,250000,229000
humanities,Furman University(Private),private,1.0,248000,240000
humanities,University of Washington-Seattle Campus(Out-of-State),outofstate,1.0,247000,194000
humanities,University of San Diego(Private),private,1.0,246000,243000
humanities,California State University-Fullerton(In-State),instate,1.0,245000,100000
humanities,Davidson College(Private),private,1.0,245000,246000
humanities,Texas Tech University(In-State),instate,1.0,245000,89700
humanities,Whitman College(Private),private,1.0,244000,237000
humanities,Northern Kentucky University(In-State),instate,1.0,243000,82900
humanities,San Francisco State University(Out-of-State),outofstate,1.0,243000,143000
humanities,Marist College(Private),private,1.0,242000,202000
humanities,SUNY at Albany(In-State),instate,1.0,242000,94700
humanities,University of North Carolina at Chapel Hill(Out-of-State),outofstate,1.0,242000,196000
humanities,University of North Texas(In-State),instate,1.0,242000,86400
humanities,University of Florida(In-State),instate,1.0,241000,81600
humanities,University of Massachusetts-Lowell(Out-of-State),outofstate,1.0,241000,169000
humanities,University of Wisconsin-Madison(In-State),instate,1.0,241000,98200
humanities,Utah State University(In-State),instate,1.0,241000,74000
humanities,University at Buffalo(In-State),instate,1.0,239000,99400
humanities,University of Massachusetts-Amherst(In-State),instate,1.0,239000,110000
humanities,Indiana University-Purdue University-Indianapolis(In-State),instate,1.0,238000,88200
humanities,North Dakota State University-Main Campus(In-State),instate,1.0,238000,80400
humanities,Quinnipiac University(Private),private,1.0,238000,234000
humanities,The University of Alabama(In-State),instate,1.0,237000,111000
humanities,University of Alaska Anchorage(Out-of-State),outofstate,1.0,236000,133000
humanities,University of Vermont(Out-of-State),outofstate,1.0,236000,210000
humanities,Hamline University(Private),private,1.0,235000,194000
humanities,St Lawrence University(Private),private,1.0,235000,251000
humanities,Washington State University(In-State),instate,1.0,235000,111000
humanities,University of North Carolina at Charlotte(In-State),instate,1.0,234000,82300
humanities,California State University-Dominguez Hills(Out-of-State),outofstate,1.0,233000,135000
humanities,Rowan University(In-State),instate,1.0,233000,113000
humanities,Ursinus College(Private),private,1.0,232000,248000
humanities,Wright State University-Main Campus(In-State),instate,1.0,231000,92000
humanities,James Madison University(Out-of-State),outofstate,1.0,230000,156000
humanities,University of North Dakota(Out-of-State),outofstate,1.0,229000,126000
humanities,Willamette University(Private),private,1.0,229000,232000
humanities,California State Polytechnic University-Pomona(Out-of-State),outofstate,1.0,228000,143000
humanities,Hampden-Sydney College(Private),private,1.0,228000,223000
humanities,San Diego State University(In-State),instate,1.0,228000,105000
humanities,University of California-Santa Cruz(Out-of-State),outofstate,1.0,228000,235000
humanities,University of Rhode Island(Out-of-State),outofstate,1.0,228000,174000
humanities,McDaniel College(Private),private,1.0,227000,205000
humanities,Carnegie Mellon University(Private),private,1.0,226000,260000
humanities,Illinois State University(In-State),instate,1.0,226000,109000
humanities,SUNY College at Geneseo(In-State),instate,1.0,226000,92000
humanities,Texas State University(In-State),instate,1.0,226000,83300
humanities,University of Nevada-Reno(Out-of-State),outofstate,1.0,225000,147000
humanities,Indiana University-Bloomington(In-State),instate,1.0,224000,97600
humanities,Arizona State University-Tempe(In-State),instate,1.0,223000,100000
humanities,Rollins College(Private),private,1.0,223000,254000
humanities,Oakland University(In-State),instate,1.0,222000,91700
humanities,Ohio Wesleyan University(Private),private,1.0,222000,231000
humanities,University of Wyoming(Out-of-State),outofstate,1.0,222000,117000
humanities,California State University-Northridge(Out-of-State),outofstate,1.0,221000,130000
humanities,CUNY Queens College(In-State),instate,1.0,220000,107000
humanities,John Carroll University(Private),private,1.0,220000,204000
humanities,Morehouse College(Private),private,1.0,218000,191000
humanities,The University of Texas at Austin(Out-of-State),outofstate,1.0,217000,203000
humanities,University of Idaho(In-State),instate,1.0,217000,80200
humanities,Western Washington University(In-State),instate,1.0,217000,91800
humanities,California State University-East Bay(Out-of-State),outofstate,1.0,216000,138000
humanities,Central Washington University(In-State),instate,1.0,215000,90500
humanities,University of Missouri-Kansas City(In-State),instate,1.0,215000,98200
humanities,Western Oregon University(In-State),instate,1.0,214000,92100
humanities,Denison University(Private),private,1.0,212000,239000
humanities,University of Colorado Boulder(Out-of-State),outofstate,1.0,212000,210000
humanities,Washington & Jefferson College(Private),private,1.0,212000,220000
humanities,Michigan State University(In-State),instate,1.0,211000,103000
humanities,Saint Anselm College(Private),private,1.0,211000,211000
humanities,Whitworth University(Private),private,1.0,210000,207000
humanities,California State University-San Marcos(In-State),instate,1.0,209000,96300
humanities,Northern Kentucky University(Out-of-State),outofstate,1.0,209000,117000
humanities,Texas Tech University(Out-of-State),outofstate,1.0,209000,126000
humanities,Trinity University(Private),private,1.0,209000,207000
humanities,Auburn University(Out-of-State),outofstate,1.0,208000,184000
humanities,Albion College(Private),private,1.0,207000,204000
humanities,CUNY Lehman College(In-State),instate,1.0,207000,104000
humanities,Macalester College(Private),private,1.0,207000,243000
humanities,University of New Hampshire-Main Campus(In-State),instate,1.0,207000,125000
humanities,University of Delaware(Out-of-State),outofstate,1.0,206000,180000
humanities,University of North Texas(Out-of-State),outofstate,1.0,206000,123000
humanities,California State University-Long Beach(Out-of-State),outofstate,1.0,205000,136000
humanities,The University of Texas at Arlington(In-State),instate,1.0,204000,91900
humanities,Texas A & M University-College Station(Out-of-State),outofstate,1.0,203000,169000
humanities,University of Dayton(Private),private,1.0,202000,211000
humanities,Rowan University(Out-of-State),outofstate,1.0,201000,145000
humanities,California State University-Fullerton(Out-of-State),outofstate,1.0,200000,145000
humanities,Northern Arizona University(In-State),instate,1.0,200000,99400
humanities,University of Minnesota-Twin Cities(In-State),instate,1.0,199000,104000
humanities,West Virginia University(Out-of-State),outofstate,1.0,199000,135000
humanities,Pennsylvania State University-Main Campus(In-State),instate,1.0,198000,139000
humanities,University of Iowa(In-State),instate,1.0,198000,84400
humanities,Wright State University-Main Campus(Out-of-State),outofstate,1.0,198000,125000
humanities,California State University-San Bernardino(In-State),instate,1.0,197000,84500
humanities,Iowa State University(In-State),instate,1.0,197000,77200
humanities,University of California-Davis(Out-of-State),outofstate,1.0,197000,233000
humanities,University of Mary Washington(Out-of-State),outofstate,1.0,197000,156000
humanities,Assumption College(Private),private,1.0,195000,199000
humanities,Virginia Polytechnic Institute and State University(Out-of-State),outofstate,1.0,195000,168000
humanities,CUNY City College(In-State),instate,1.0,194000,111000
humanities,California State University-Chico(In-State),instate,1.0,194000,92100
humanities,Salem State University(In-State),instate,1.0,194000,95000
humanities,Augsburg College(Private),private,1.0,193000,191000
humanities,North Dakota State University-Main Campus(Out-of-State),outofstate,1.0,193000,125000
humanities,CUNY Queens College(Out-of-State),outofstate,1.0,192000,135000
humanities,Illinois State University(Out-of-State),outofstate,1.0,192000,143000
humanities,Truman State University(In-State),instate,1.0,192000,81500
humanities,University of Utah(Out-of-State),outofstate,1.0,192000,159000
humanities,Utah State University(Out-of-State),outofstate,1.0,192000,123000
humanities,Fitchburg State University(In-State),instate,1.0,191000,87100
humanities,SUNY at Albany(Out-of-State),outofstate,1.0,191000,145000
humanities,Drew University(Private),private,1.0,190000,248000
humanities,Florida State University(In-State),instate,1.0,190000,87800
